"","LATITUDE","LONGITUDE","FLOOR"
"1410",4864954.59871288,-7632.2856754256,"1"
"1411",4864945.45959393,-7634.83293231323,"2"
"1412",4864944.7470226,-7624.94286668171,"1"
"1413",4864944.13155883,-7625.18030745876,"1"
"1414",4864944.43229927,-7625.56628942618,"1"
"1415",4864944.07718936,-7625.11792505875,"1"
"1416",4864944.08337203,-7625.11792505875,"1"
"1417",4864929.67239759,-7633.69264633616,"3"
"1418",4864929.67858026,-7633.69264633616,"3"
"1419",4864929.86750026,-7633.77753511397,"3"
"1420",4864929.88369159,-7633.81074944731,"3"
"1421",4864931.78528032,-7623.76837865918,"3"
"1422",4864931.78528032,-7623.69155999247,"3"
"1423",4864931.64502569,-7623.71899468132,"3"
"1424",4864930.05314399,-7624.78805512573,"3"
"1425",4864930.71614066,-7624.89117834069,"3"
"1426",4864930.97415599,-7624.98346700738,"3"
"1427",4864930.71614066,-7624.89117834069,"3"
"1428",4864929.33633863,-7633.2274691583,"3"
"1429",4864929.75801572,-7633.27714220284,"3"
"1430",4864929.35588929,-7633.2274691583,"3"
"1431",4864950.33011672,-7634.91060928504,"1"
"1432",4864950.24458565,-7635.12870981842,"1"
"1433",4864950.25076832,-7635.05811981842,"1"
"1434",4864950.23657467,-7635.32472035176,"1"
"1435",4864949.26836347,-7635.40830701844,"1"
"1436",4864949.26836347,-7635.40830701844,"1"
"1437",4864949.26836347,-7635.40830701844,"1"
"1438",4864949.26836347,-7635.40830701844,"1"
"1439",4864949.27454614,-7635.40830701844,"1"
"1440",4864949.27824492,-7634.70253508504,"1"
"1441",4864947.81471043,-7619.21268784649,"2"
"1442",4864947.85518097,-7619.21268784649,"1"
"1443",4864948.01558674,-7618.47386752424,"1"
"1444",4864948.01558674,-7618.63456425758,"1"
"1445",4864948.52295372,-7618.28048041309,"1"
"1446",4864948.53910605,-7618.39466147976,"1"
"1447",4864948.52295372,-7618.35262014642,"1"
"1448",4864948.36254794,-7618.7754859131,"1"
"1449",4864948.53910605,-7618.36711392421,"1"
"1450",4864979.6298933,-7633.83248156498,"1"
"1451",4864979.6298933,-7633.92870476501,"1"
"1452",4864980.00181302,-7634.24423702057,"1"
"1453",4864980.35533049,-7634.41192724269,"1"
"1454",4864980.34909409,-7634.92140343162,"1"
"1455",4864983.80105429,-7634.13255268725,"1"
"1456",4864983.63415998,-7633.77241033171,"1"
"1457",4864983.2772354,-7634.09139686494,"1"
"1458",4864983.70808651,-7633.96007688725,"1"
"1459",4864971.66408998,-7638.09998733323,"1"
"1460",4864984.88117187,-7634.57287872033,"1"
"1461",4864972.24590124,-7637.60210828053,"1"
"1462",4864983.94356111,-7634.31138466497,"1"
"1463",4864983.17819348,-7634.64271868718,"1"
"1464",4864983.38168159,-7634.92229449828,"1"
"1465",4864983.74361149,-7634.86214366496,"1"
"1466",4864985.01340026,-7635.00969073163,"1"
"1467",4864985.01340026,-7634.95875193163,"1"
"1468",4864984.74980426,-7634.84606773164,"1"
"1469",4864984.14883739,-7634.931026565,"1"
"1470",4864983.91185191,-7634.52583912055,"1"
"1471",4864984.51094714,-7633.73758362065,"1"
"1472",4864984.52583159,-7633.68840548734,"1"
"1473",4864984.27822501,-7633.1470453206,"1"
"1474",4864984.16806701,-7633.28841465387,"1"
"1475",4864983.62114397,-7634.59436272056,"1"
"1476",4864984.79957381,-7632.12517241501,"2"
"1477",4864972.29792023,-7630.4977040318,"1"
"1478",4864975.75067401,-7630.90139824295,"1"
"1479",4864976.11308223,-7630.45029273185,"1"
"1480",4864976.00404694,-7630.3581657319,"1"
"1481",4864976.19201163,-7630.26973823566,"1"
"1482",4864975.83029656,-7633.02318967552,"1"
"1483",4864990.38574138,-7629.55872297061,"1"
"1484",4864975.65136176,-7630.14137279126,"1"
"1485",4864983.89448751,-7627.80152341332,"1"
"1486",4864984.28272739,-7627.92658999492,"1"
"1487",4864983.93772739,-7627.53048180219,"1"
"1488",4864975.89072126,-7630.56382945799,"1"
"1489",4864984.03975511,-7628.55070649468,"1"
"1490",4864984.3174131,-7628.40306291723,"1"
"1491",4864982.67804813,-7630.49896073745,"1"
"1492",4864983.07550548,-7630.30116084851,"1"
"1493",4864984.6234541,-7628.34578269504,"1"
"1494",4864984.718424,-7628.84964427281,"1"
"1495",4864984.75480555,-7628.30301673944,"1"
"1496",4864984.76271383,-7628.33971973946,"1"
"1497",4864984.79633361,-7628.75311760613,"1"
"1498",4864984.74538534,-7628.38370407279,"1"
"1499",4864982.63973053,-7630.11250949299,"1"
"1500",4864969.20709269,-7632.35418862915,"1"
"1501",4864982.96661512,-7624.10661283627,"1"
"1502",4864982.91118472,-7624.50008733629,"1"
"1503",4864982.95617352,-7624.34420978065,"1"
"1504",4864991.64299837,-7623.38290634863,"1"
"1505",4864991.50156085,-7622.86848739082,"1"
"1506",4864991.26297386,-7623.45298114632,"1"
"1507",4864990.8819672,-7623.62989849078,"1"
"1508",4864990.98851796,-7623.51221534634,"1"
"1509",4864980.01784296,-7626.58530325015,"1"
"1510",4864990.65564958,-7622.78704876144,"1"
"1511",4864990.74975175,-7623.1753651169,"1"
"1512",4864990.251261,-7621.85336985019,"1"
"1513",4864990.3230145,-7621.63977896129,"1"
"1514",4864990.37560983,-7621.08498982798,"1"
"1515",4864990.4232109,-7621.63972149462,"2"
"1516",4864991.74249862,-7622.16802712415,"1"
"1517",4864991.74249862,-7622.41189379081,"1"
"1518",4864991.65079757,-7622.68016668559,"2"
"1519",4864990.4232109,-7621.63972149462,"2"
"1520",4864991.82446389,-7622.74206784835,"1"
"1521",4864990.64131486,-7624.32245251639,"1"
"1522",4864990.81140682,-7625.66940651395,"1"
"1523",4864990.01999443,-7625.21405212011,"1"
"1524",4864990.03266615,-7625.50478944243,"1"
"1525",4864990.42243249,-7624.93925146106,"1"
"1526",4864995.10770283,-7620.80382489051,"1"
"1527",4864995.39472505,-7620.64522031766,"1"
"1528",4864994.92331382,-7620.37919186189,"1"
"1529",4864990.34943905,-7623.91984036857,"1"
"1530",4864995.75031695,-7620.70476432132,"1"
"1531",4864995.44718865,-7620.78004143242,"1"
"1532",4864994.45473932,-7621.71346146234,"2"
"1533",4864994.75674376,-7621.57800502901,"2"
"1534",4864994.71996376,-7621.8234736401,"2"
"1535",4864995.77733445,-7624.36193282905,"2"
"1536",4864995.74613061,-7624.14757329572,"2"
"1537",4864995.62679641,-7624.08903366267,"2"
"1538",4864995.69194641,-7623.85467624043,"2"
"1539",4864996.05374795,-7623.9694996959,"2"
"1540",4864996.24014434,-7623.97829198482,"2"
"1541",4864996.97880234,-7624.62777389575,"2"
"1542",4864996.7303863,-7624.66794924406,"2"
"1543",4864995.91669639,-7623.08175231072,"2"
"1544",4864996.134344,-7623.31276431072,"2"
"1545",4864996.1985581,-7623.63162167739,"2"
"1546",4864997.50315934,-7624.89722223319,"2"
"1547",4864997.12274582,-7624.53437091076,"2"
"1548",4864997.12274582,-7624.53424557741,"2"
"1549",4864996.24014434,-7623.97841731817,"2"
"1550",4864996.73795944,-7624.35432724405,"2"
"1551",4864982.60699441,-7620.41297584357,"1"
"1552",4864975.44700841,-7617.04398472816,"1"
"1553",4864968.85975749,-7608.19826657681,"1"
"1554",4864968.85975749,-7608.02724957681,"1"
"1555",4864978.18099233,-7615.53390138359,"1"
"1556",4864977.80705456,-7615.39191111694,"1"
"1557",4864977.80705456,-7615.39191111694,"1"
"1558",4864977.6524026,-7615.7091596802,"1"
"1559",4864982.63868099,-7619.79589404353,"1"
"1560",4864977.51983326,-7616.12731134683,"1"
"1561",4864977.19008365,-7614.38297914683,"1"
"1562",4864977.19008365,-7614.38297914683,"1"
"1563",4864977.45439865,-7615.48750018023,"1"
"1564",4864977.55624226,-7615.93873244687,"1"
"1565",4864977.5026836,-7615.85406964688,"1"
"1566",4864977.54867016,-7615.89696111354,"1"
"1567",4864978.39501487,-7616.21395513914,"1"
"1568",4864978.18704536,-7617.40082428361,"1"
"1569",4864978.2859391,-7617.39308295026,"1"
"1570",4864982.45984678,-7618.9928781058,"1"
"1571",4864963.96014033,-7605.52434318108,"1"
"1572",4864963.96014033,-7605.37512629219,"1"
"1573",4864964.0474062,-7605.37203451442,"1"
"1574",4864964.36119862,-7605.39537651442,"1"
"1575",4864963.01709445,-7601.86017107872,"1"
"1576",4864963.08862396,-7601.26249161203,"1"
"1577",4864963.73793446,-7605.08707329222,"1"
"1578",4864963.08566013,-7600.81592174537,"1"
"1579",4864962.58771285,-7600.70610741203,"1"
"1580",4864962.00355763,-7595.04567461884,"1"
"1581",4864974.2484094,-7594.71245604632,"1"
"1582",4864974.2824429,-7594.38778384631,"1"
"1583",4864974.27094806,-7594.40079917965,"1"
"1584",4864974.2848741,-7594.38481384632,"1"
"1585",4864974.30969143,-7595.15304317964,"1"
"1586",4864974.3051779,-7595.24957061296,"1"
"1587",4864974.30814173,-7595.44362021297,"1"
"1588",4864974.36402686,-7594.96782837963,"1"
"1589",4864974.30814173,-7595.44362021297,"1"
"1590",4864965.53224438,-7577.38481135755,"1"
"1591",4864960.2958842,-7573.28937112531,"1"
"1592",4864960.2947332,-7573.1117345586,"1"
"1593",4864960.2947332,-7573.01789229193,"1"
"1594",4864960.33528854,-7572.97382935862,"1"
"1595",4864960.33528854,-7572.95685069193,"1"
"1596",4864960.33716154,-7572.93071602528,"1"
"1597",4864960.33716154,-7572.96066052529,"1"
"1598",4864960.33716154,-7572.93071602528,"1"
"1599",4864960.37192444,-7573.87326362859,"1"
"1600",4864957.63148571,-7573.1628046064,"1"
"1601",4864957.63148571,-7573.21077887307,"1"
"1602",4864957.61141704,-7573.36891842863,"1"
"1603",4864965.04586868,-7577.41303546085,"1"
"1604",4864965.04586868,-7577.33004972753,"1"
"1605",4864967.03722459,-7587.88106797401,"1"
"1606",4864967.03722459,-7587.88106797401,"1"
"1607",4864976.54165387,-7601.097224663,"1"
"1608",4864976.54165387,-7601.14331839633,"1"
"1609",4864976.54165387,-7601.097224663,"1"
"1610",4864976.23034542,-7600.99531306299,"1"
"1611",4864968.76418723,-7600.73769721339,"1"
"1612",4864968.76418723,-7600.74729038006,"1"
"1613",4864968.76418723,-7600.75044304672,"1"
"1614",4864968.76418723,-7600.75044304672,"1"
"1615",4864968.76418723,-7600.74084988005,"1"
"1616",4864968.76418723,-7600.74084988005,"1"
"1617",4864968.72894895,-7600.69744727258,"1"
"1618",4864968.72894895,-7600.74725755038,"1"
"1619",4864968.72894895,-7600.74725755038,"1"
"1620",4864911.08504783,-7642.73921231975,"1"
"1621",4864904.70962472,-7638.03856457204,"1"
"1622",4864931.41249271,-7651.22149240616,"2"
"1623",4864928.64547874,-7682.27932917699,"1"
"1624",4864931.83735006,-7652.46333442729,"1"
"1625",4864930.07801697,-7651.68699623976,"1"
"1626",4864931.76586956,-7652.82703089956,"1"
"1627",4864931.52204097,-7650.20408882206,"1"
"1628",4864943.30846792,-7651.7407932878,"1"
"1629",4864935.50482211,-7658.36536389936,"1"
"1630",4864932.52455141,-7656.25961015529,"1"
"1631",4864930.86056393,-7653.22567680317,"1"
"1632",4864931.08870832,-7654.027761055,"1"
"1633",4864931.68692672,-7655.52593485871,"1"
"1634",4864931.84713404,-7678.58598121036,"1"
"1635",4864930.61169023,-7667.42603365496,"1"
"1636",4864932.16180596,-7667.41592032158,"1"
"1637",4864926.72552964,-7675.58514046602,"1"
"1638",4864936.7677444,-7651.72782180008,"1"
"1639",4864940.31962226,-7650.26969666461,"1"
"1640",4864909.17711543,-7641.50419321133,"1"
"1641",4864910.1710191,-7628.96611843304,"1"
"1642",4864950.4556958,-7643.86057107779,"1"
"1643",4864956.01513017,-7614.18237696153,"2"
"1644",4864943.55868825,-7642.87196882154,"3"
"1645",4864931.98342126,-7604.07030528757,"3"
"1646",4864940.94292933,-7600.61049022318,"2"
"1647",4864930.49423958,-7602.59263952719,"2"
"1648",4864940.20931325,-7607.12899424716,"2"
"1649",4864957.18736609,-7628.84847154481,"2"
"1650",4864943.07051362,-7611.85934564545,"1"
"1651",4864948.5984952,-7615.56372371146,"1"
"1652",4864959.42154853,-7622.1868955307,"2"
"1653",4864965.2238532,-7629.17716132244,"1"
"1654",4864935.94714018,-7606.20712840237,"1"
"1655",4864964.35407153,-7633.21402978865,"0"
"1656",4864935.78941275,-7606.56003933574,"1"
"1657",4864935.72026573,-7610.67099782008,"2"
"1658",4864934.43486427,-7606.50448638796,"1"
"1659",4864975.77070263,-7626.20777481431,"1"
"1660",4864992.08275563,-7631.51174756321,"1"
"1661",4864988.47193017,-7627.03557405164,"1"
"1662",4864982.58512044,-7622.99358868506,"1"
"1663",4864988.52871205,-7622.52448186853,"1"
"1664",4864983.68579214,-7595.09838906689,"1"
"1665",4864961.85879838,-7597.6416222111,"1"
"1666",4864985.35319353,-7591.67945139935,"1"
"1667",4864976.95577609,-7605.35404344441,"1"
"1668",4864958.70790093,-7585.41192896111,"1"
"1669",4864982.73121602,-7625.93554112414,"1"
"1670",4864981.12023542,-7626.8139153409,"2"
"1671",4864980.84623644,-7625.97081374461,"1"
"1672",4864989.78371975,-7626.18362130551,"1"
"1673",4865011.63487345,-7638.71146504404,"1"
"1674",4865001.36052307,-7637.89947345826,"0"
"1675",4865001.4846908,-7637.66517037764,"0"
"1676",4864993.51095488,-7628.12053887791,"1"
"1677",4864968.27846738,-7610.9959409276,"1"
"1678",4865007.70331623,-7639.9631314771,"1"
"1679",4864969.16649213,-7598.41952775993,"1"
"1680",4864982.63723538,-7597.69782147028,"1"
"1681",4864983.43854824,-7601.52846750003,"1"
"1682",4864982.4591592,-7601.89974410004,"1"
"1683",4864984.8227181,-7604.81928681115,"1"
"1684",4864983.15397667,-7596.91455447792,"1"
"1685",4864982.15882384,-7602.18124945519,"1"
"1686",4864980.54788749,-7601.36839251084,"1"
"1687",4864970.29683884,-7599.08265690451,"1"
"1688",4864975.25092483,-7630.78905008898,"1"
"1689",4864977.38545375,-7631.35520122244,"1"
"1690",4864979.06024652,-7630.65412673377,"1"
"1691",4864971.56911777,-7629.6749675334,"1"
"1692",4864971.3817529,-7628.97551697778,"1"
"1693",4864981.72602551,-7630.49508651132,"1"
"1694",4864974.07098884,-7632.95777702236,"1"
"1695",4864981.02011453,-7632.55400780025,"1"
"1696",4864987.71551641,-7632.06467027484,"0"
"1697",4864989.87434759,-7633.47407342411,"1"
"1698",4864997.55520407,-7635.41084004063,"0"
"1699",4864997.82412006,-7635.73378287399,"0"
"1700",4864975.67913753,-7633.75665035593,"1"
"1701",4864975.2745993,-7633.51525271126,"1"
"1702",4864982.28442836,-7633.56222927808,"1"
"1703",4864981.60207318,-7633.82770962236,"1"
"1704",4864997.59418766,-7635.6551785851,"0"
"1705",4864974.71944827,-7633.66137591096,"1"
"1706",4864980.69273308,-7633.78333992224,"1"
"1707",4864985.63567991,-7634.18520185542,"1"
"1708",4864997.62921517,-7635.74118036287,"0"
"1709",4864980.93929737,-7632.68317978926,"1"
"1710",4864984.37356566,-7632.50208901153,"1"
"1711",4864973.60020084,-7633.52209968914,"1"
"1712",4864974.37020625,-7633.74659517386,"1"
"1713",4864983.47464581,-7631.64980613366,"1"
"1714",4864974.92382779,-7631.92957390007,"1"
"1715",4864978.6859744,-7619.95393197814,"1"
"1716",4864977.58879399,-7622.57892237824,"1"
"1717",4864984.03971163,-7624.68445776604,"1"
"1718",4864978.22565068,-7619.36427763375,"1"
"1719",4864976.73299336,-7621.75260698947,"1"
"1720",4864979.49773516,-7622.51117614482,"1"
"1721",4864976.90296279,-7621.94927398967,"1"
"1722",4864976.51764768,-7624.55565140061,"1"
"1723",4864980.76900296,-7627.64495363362,"1"
"1724",4864983.24430569,-7632.71091782266,"1"
"1725",4864983.1988727,-7626.71285054483,"1"
"1726",4864978.8703407,-7625.28038222273,"1"
"1727",4864980.29263781,-7631.62940402249,"1"
"1728",4864978.14236174,-7627.75866936724,"1"
"1729",4864979.61467494,-7631.08441227772,"1"
"1730",4864978.30237162,-7624.4446605226,"1"
"1731",4864979.5049231,-7623.01451724493,"1"
"1732",4864979.12975792,-7622.05147377802,"1"
"1733",4864981.24654966,-7624.21117442604,"1"
"1734",4864979.26654751,-7626.10573875602,"1"
"1735",4864981.3409302,-7624.59831622267,"1"
"1736",4864980.77299645,-7629.25862690026,"1"
"1737",4864989.05446419,-7628.89055438675,"1"
"1738",4864988.97364752,-7629.11303649069,"1"
"1739",4864989.08629001,-7630.42559681864,"1"
"1740",4864987.93693446,-7630.07061911863,"1"
"1741",4864988.92032138,-7627.91711427186,"1"
"1742",4864976.79758594,-7622.37040546694,"1"
"1743",4864976.61854199,-7622.97201378916,"1"
"1744",4864980.0486108,-7632.02201940029,"1"
"1745",4864979.0220901,-7630.72740757816,"1"
"1746",4864979.3006959,-7631.34189202253,"1"
"1747",4864980.39810094,-7631.28930957809,"1"
"1748",4864979.88838854,-7611.62016553368,"1"
"1749",4864980.94230459,-7603.4236872335,"1"
"1750",4864980.03440647,-7606.7376001222,"1"
"1751",4864983.35792105,-7616.82324177728,"1"
"1752",4864980.02802584,-7612.88866875569,"1"
"1753",4864979.40121589,-7612.62487287801,"1"
"1754",4864982.22183997,-7598.02338614459,"1"
"1755",4864981.35758721,-7600.87543834889,"1"
"1756",4864981.54107577,-7598.654264705,"1"
"1757",4864981.48808082,-7600.37963648881,"1"
"1758",4864981.69157816,-7601.06737453315,"1"
"1759",4864981.84815477,-7601.51942717748,"1"
"1760",4864982.68510671,-7609.08414776657,"1"
"1761",4864981.13132715,-7600.25851085536,"1"
"1762",4864980.08275015,-7608.29022915567,"1"
"1763",4864982.45156448,-7607.8325250444,"1"
"1764",4864981.98689632,-7608.36861504439,"1"
"1765",4864980.08984812,-7608.42004894466,"1"
"1766",4864982.28584566,-7611.11491915547,"1"
"1767",4864981.03223782,-7601.14717652223,"1"
"1768",4864980.65701814,-7607.60649877772,"1"
"1769",4864983.2408068,-7601.73265027768,"1"
"1770",4864983.89568697,-7601.14971745902,"1"
"1771",4864985.26327932,-7603.53597338885,"1"
"1772",4864983.22804748,-7600.90690859988,"1"
"1773",4864982.2935528,-7601.47065742258,"1"
"1774",4864982.06911002,-7598.46028393371,"1"
"1775",4864969.14926963,-7598.43742162657,"1"
"1776",4864936.48055105,-7610.7655020645,"2"
"1777",4864941.05360238,-7602.61511468983,"2"
"1778",4864933.62678758,-7654.25177765484,"1"
"1779",4864941.68724033,-7650.05393978496,"1"
"1780",4864936.91348482,-7653.94212646664,"1"
"1781",4864936.78690879,-7654.4180821111,"1"
"1782",4864932.5725335,-7656.67322001065,"2"
"1783",4864933.04173973,-7653.4392181885,"1"
"1784",4864933.28166079,-7650.29838053138,"1"
"1785",4864934.18352195,-7654.11426444416,"1"
"1786",4864933.5772969,-7651.2181953107,"1"
"1787",4864929.82803278,-7646.68707478069,"1"
"1788",4864930.06533951,-7646.0277365937,"1"
"1789",4864929.97693234,-7646.24657866043,"1"
"1790",4864940.30715598,-7654.2044450352,"1"
"1791",4864929.8721809,-7646.75182083826,"1"
"1792",4864931.4946435,-7649.84804252218,"1"
"1793",4864933.84104957,-7649.32837959376,"1"
"1794",4864929.41385169,-7646.14517106436,"1"
"1795",4864929.78860649,-7646.06173813618,"1"
"1796",4864931.06716951,-7648.71520778837,"1"
"1797",4864927.68979466,-7645.14905142179,"1"
"1798",4864934.52189508,-7653.15544806638,"1"
"1799",4864928.64322241,-7651.09065017889,"1"
"1800",4864932.7189379,-7656.6552893968,"1"
"1801",4864935.13474623,-7658.20587673305,"1"
"1802",4864929.01623622,-7652.45199499775,"1"
"1803",4864934.49965547,-7656.34292353508,"1"
"1804",4864934.61542252,-7657.29316665524,"1"
"1805",4864933.09243806,-7656.05436680224,"1"
"1806",4864934.02217441,-7656.48040173323,"1"
"1807",4864933.00335477,-7663.76891676154,"1"
"1808",4864932.0729048,-7657.61242687124,"1"
"1809",4864930.85907237,-7659.29202456558,"1"
"1810",4864931.44560994,-7653.61896299204,"1"
"1811",4864929.24093824,-7651.66763332384,"1"
"1812",4864933.80656718,-7655.72631546646,"1"
"1813",4864930.93673969,-7648.71051306977,"1"
"1814",4864921.91999524,-7647.77065143133,"1"
"1815",4864926.93500809,-7649.41656532059,"1"
"1816",4864929.17549953,-7646.50661652826,"1"
"1817",4864928.74271459,-7653.39690672192,"1"
"1818",4864943.83310324,-7653.17819604835,"1"
"1819",4864933.02744256,-7653.81124186663,"1"
"1820",4864928.38682174,-7650.29298800383,"1"
"1821",4864925.85429433,-7645.12310717739,"1"
"1822",4864929.35648617,-7649.5636104885,"1"
"1823",4864933.82533965,-7654.20249689871,"2"
"1824",4864932.40123173,-7652.03599854958,"1"
"1825",4864934.30479486,-7670.2625904626,"1"
"1826",4864934.1548663,-7669.303143322,"1"
"1827",4864930.16717974,-7661.97456038476,"1"
"1828",4864932.05742279,-7659.4909274696,"1"
"1829",4864934.30055513,-7672.33958387725,"1"
"1830",4864927.56329049,-7647.6276873546,"1"
"1831",4864934.69720665,-7671.33900088847,"1"
"1832",4864930.90080843,-7664.10166069167,"1"
"1833",4864933.32892072,-7675.244686855,"1"
"1834",4864930.48109396,-7668.96308197726,"1"
"1835",4864932.90651063,-7671.50415399956,"1"
"1836",4864933.56573379,-7668.07836181065,"1"
"1837",4864930.79142482,-7657.82301455388,"1"
"1838",4864929.24682598,-7662.447222187,"1"
"1839",4864933.40259662,-7665.07531239964,"1"
"1840",4864944.8354775,-7663.66150588843,"1"
"1841",4864932.64528816,-7668.86868944394,"1"
"1842",4864943.97799064,-7665.67320108848,"1"
"1843",4864933.25624069,-7676.96296662135,"1"
"1844",4864933.63212513,-7666.27886361075,"1"
"1845",4864928.97201873,-7665.72765265049,"1"
"1846",4864930.22189107,-7665.69173249813,"1"
"1847",4864934.24974113,-7672.36731037729,"1"
"1848",4864934.89704402,-7671.14308102181,"1"
"1849",4864934.80631538,-7671.2110704996,"1"
"1850",4864933.75799191,-7667.81973545127,"1"
"1851",4864934.52818769,-7664.71899238975,"1"
"1852",4864932.86148119,-7664.79184087724,"1"
"1853",4864934.49615417,-7670.51842708855,"1"
"1854",4864934.49665022,-7664.83215805642,"1"
"1855",4864927.97968513,-7661.64637737569,"1"
"1856",4864934.84231665,-7660.86614585527,"1"
"1857",4864933.53661752,-7665.6626363277,"1"
"1858",4864932.56651096,-7661.97627352197,"1"
"1859",4864933.40643888,-7666.88386833296,"1"
"1860",4864944.24217003,-7662.14453809956,"1"
"1861",4864943.18300426,-7663.54417316594,"1"
"1862",4864942.97641981,-7662.87981365483,"1"
"1863",4864931.90690296,-7657.65322814965,"1"
"1864",4864935.24672956,-7665.31462547702,"1"
"1865",4864934.64749969,-7669.50845736642,"1"
"1866",4864934.00373938,-7660.98893378696,"1"
"1867",4864933.97073216,-7661.95792941068,"1"
"1868",4864934.69744472,-7664.04787105525,"1"
"1869",4864933.91185917,-7671.16297331068,"1"
"1870",4864934.6864497,-7666.05647688884,"1"
"1871",4864934.67752538,-7664.14464112362,"1"
"1872",4864934.81554746,-7664.52375812665,"1"
"1873",4864934.48028078,-7664.45849102357,"1"
"1874",4864934.08301702,-7668.64172595517,"1"
"1875",4864942.31102001,-7667.32077766639,"1"
"1876",4864934.49041011,-7664.70220119991,"1"
"1877",4864942.28431595,-7665.1502898108,"1"
"1878",4864925.69831909,-7665.4025786339,"1"
"1879",4864929.15256601,-7675.70303283277,"1"
"1880",4864931.50157851,-7676.26372690267,"1"
"1881",4864929.9217557,-7686.49472952158,"1"
"1882",4864931.1738499,-7681.20557848815,"1"
"1883",4864931.07914803,-7677.99840876614,"1"
"1884",4864930.84663304,-7680.71819361044,"1"
"1885",4864931.49878907,-7670.7324160204,"1"
"1886",4864930.53612623,-7678.7818729216,"1"
"1887",4864929.80778458,-7682.4140426327,"1"
"1888",4864930.86287928,-7677.13652553267,"1"
"1889",4864931.07870969,-7680.01676116606,"1"
"1890",4864930.82224215,-7669.82873467718,"1"
"1891",4864931.88132751,-7678.34337472127,"1"
"1892",4864931.66468059,-7676.99921502154,"1"
"1893",4864932.27519513,-7678.05187898814,"1"
"1894",4864931.69395294,-7678.24139777685,"1"
"1895",4864931.74693811,-7677.6982365324,"1"
"1896",4864931.86347128,-7676.89024171033,"1"
"1897",4864932.3032559,-7675.64073199954,"1"
"1898",4864931.64412857,-7676.83633063262,"1"
"1899",4864931.77501497,-7677.21396664368,"1"
"1900",4864930.84949589,-7676.56404129284,"1"
"1901",4864930.82859965,-7675.13058738821,"1"
"1902",4864930.00262539,-7669.35710996584,"1"
"1903",4864931.4380506,-7682.59005275484,"1"
"1904",4864930.79147261,-7671.80756723274,"1"
"1905",4864930.91559619,-7670.02395013278,"1"
"1906",4864930.30762066,-7678.55231064383,"1"
"1907",4864931.88397937,-7680.15612584385,"1"
"1908",4864932.62868304,-7677.00521327707,"2"
"1909",4864931.01408206,-7673.61530841754,"1"
"1910",4864931.39670723,-7679.58809144375,"1"
"1911",4864926.11975624,-7670.33960095222,"1"
"1912",4864929.82492546,-7670.10132673286,"1"
"1913",4864931.90779343,-7674.19616877088,"1"
"1914",4864928.10761742,-7669.26483373602,"1"
"1915",4864929.63105934,-7666.75611801068,"1"
"1916",4864929.99583303,-7663.37814499966,"1"
"1917",4864930.27379886,-7678.17941882633,"1"
"1918",4864930.34787233,-7678.23122749297,"1"
"1919",4864928.89616749,-7679.49140499931,"1"
"1920",4864929.09939318,-7674.13172572153,"1"
"1921",4864944.73578923,-7648.66042638798,"1"
"1922",4864944.57116441,-7648.72696349907,"1"
"1923",4864944.61484658,-7648.92415015461,"1"
"1924",4864944.78899326,-7649.34629366573,"1"
"1925",4864944.79517593,-7649.32906433241,"1"
"1926",4864944.79057993,-7649.42674188797,"1"
"1927",4864946.01485363,-7647.72520043082,"1"
"1928",4864954.38925015,-7638.83607901238,"1"
"1929",4864951.29551168,-7643.00461586557,"1"
"1930",4864953.48919792,-7639.79945703049,"1"
"1931",4864950.72578371,-7640.77147837665,"1"
"1932",4864950.88419668,-7640.55773959896,"1"
"1933",4864953.96545829,-7639.09975131165,"1"
"1934",4864956.26023513,-7637.90730703025,"1"
"1935",4864951.00823135,-7637.37042361662,"1"
"1936",4864957.51262021,-7637.18275907215,"1"
"1937",4864951.72801366,-7637.75777566106,"1"
"1938",4864940.32441286,-7650.30673788881,"1"
"1939",4864935.44058956,-7647.62707569263,"1"
"1940",4864952.60290332,-7644.52007348351,"1"
"1941",4864935.2512854,-7650.00386261171,"1"
"1942",4864935.44058956,-7647.62707569263,"1"
"1943",4864947.39465107,-7648.87027787628,"2"
"1944",4864935.0934422,-7653.49178159956,"1"
"1945",4864935.0567566,-7653.51998526623,"1"
"1946",4864935.10797977,-7653.54177369165,"1"
"1947",4864934.46709044,-7653.42612226623,"1"
"1948",4864934.98739311,-7653.63474449959,"1"
"1949",4864939.9812702,-7651.26344717769,"1"
"1950",4864943.58568524,-7645.60362105559,"1"
"1951",4864942.0444268,-7649.79418056666,"2"
"1952",4864949.28231946,-7644.98469817034,"1"
"1953",4864947.37145563,-7643.75289253148,"1"
"1954",4864943.79735826,-7647.27206904343,"1"
"1955",4864941.81282801,-7649.57873037333,"1"
"1956",4864939.5155408,-7650.69635039901,"1"
"1957",4864944.16197177,-7647.75240018343,"1"
"1958",4864946.82047872,-7645.7952951569,"1"
"1959",4864943.21137856,-7646.1958774418,"1"
"1960",4864949.97168862,-7640.94121779542,"1"
"1961",4864944.83198016,-7644.30748869477,"1"
"1962",4864937.24603231,-7653.16464256624,"1"
"1963",4864941.43291795,-7649.07946403167,"1"
"1964",4864946.95157098,-7644.92415000022,"1"
"1965",4864950.96465413,-7642.29760650839,"1"
"1966",4864950.92444706,-7643.75900320822,"1"
"1967",4864951.68656665,-7640.10628024082,"1"
"1968",4864946.58978919,-7643.96199452216,"1"
